document_id,text,category,date
GDL-1914-02-18-Ar00302,"FOOTBALL Le championnat des vétérans. Le comité central de 1 ' A. S. F. a reformé le règlement du championnat des vétérans. Les joueurs devront être âgés d'au moins 28 ans et avoir participé à un maximum de deux matchs de championnat. Il y aura trois régions et des subdivisions éventuelles dans celles-ci pour éviter les déplacements coûteux. Les champions régionaux joueront une poule finale sur terrain neutre. Les inscriptions sont reçues jusqu'au 28 février; tons les clubs de série A non inscrits peuvent encore le faire. La coupe restera la propriété du club victorieux. SPOBTS D'HIVEB Le championnat de patinage. On annonce de Christiania que le championnat du monde de patinage, couru dimanche en présence du roi, a été remporté par Mathiessen, Norvégien, qui arriva premier dans la course de 1500 mètres en 2 m. 16 s. 1 / 10, devant Ippolitof, Eusse; celui-ci est arrivé premier dans la course de 10, 000 mètres en 18 m. 14 s. 1 / 6. AVIATION L'exploit de Parmelin. Lundi soir, à Turin, au banquet offert en l'honneur de Parmelin, M. Monti, président de l'Aéro-Club italien, a annoncé à ce dernier la remise prochaine de la grande médaille d'or de l'Aéro-Club. PaTmelhi a reçu en outre une superbe coupe en argent, don de l'Association de la presse sportive. Rentré mardi matin à 8 h. 35 à Genève Parmelin a été introduit à 9 heures dam? la salle des séances du Conseil d'Etat. D était accompagné de son père, de sa femme, de",Les sports,1914-02-18
JDG-1914-02-18-Ar00311,"BUREAU CENTRAL METEOROLGfilQUE Zurich, 17 février. La dépression toujours très vaste du norc envoie divers prolongements au sud dans L'Europe centrale, et sous son influence le temps est devenu jusqu'à la région des Alpes presque partout nuageux, avec tendan-: e aux précipitations par zones, vents de l'ouest et température supérieure à zéro; la température est généralement supérieure à zéro dans notre pays jusqu'à l'altitude de 1500 m.; on n'annonce pas de précipita tions notables. Temps probable: ciel nuageux; la tem pératùre reste au-dessus de zéro; quelques précipitations dans le Jura. Pressions: 738 Haparanda; 745 Kuopio, Bronnô; 745 Pétersbourg, Upsal, Florô; 750 Tver, Wisby, Skagen, îles Shetland; 755 Neufahrwasser, Copenhague, Wick; 760 Kief, Dresde, Hambourg, Shields, Vaentia; 765 Odessa, Vienne, Baie, Paris, cap Griz-Nez, îles Scilly, Nantes, Clermont, Perpignan; 770 Berlat, Dehreczin, Sofia; 773 Hermannstadt.",Le temps qu'il fait,1914-02-18
GDL-1914-02-19-Ar00503,"% eu tisëaBBins tie BtraeHnteyer Les assassins de Birschmeyer.. lie 16 décembre, au matin, un vendeur le Journaux, Joseph Birschmeyer, âgé de W ans, était assassiné dans la petite chambre qu'il occupait au No 8 de, la Grand'Rue; à Genève. Les détails du erime sont encore prétehts à toutes les mémoires. Presque aussitôt, les coupables étaient arrêtés. C'étaient urj nommé Perriard, Auguste Gaudin et Edouard Thiébaud, le premier retenu comme l'auteur principal du crime, les deux autres comme indicateurs et complices. L'instruction établit que' la part de complicité de Gaudin était plus forte que celle de Tliiébaud. dont le rôle paraît avoir été plutôt passif. L'affaire est venue mercredi devant les assises de Genève. Vu les aveux, les débats ont pu être rapidement menés et. le même jour le verdict a été rendu. Èdouaid Perriard, 24 ans, machiniste, vaudois, a. été condamné à la réclusion perpétuelle: Auguste Gaudin, 17 ans, menuisier, Vaudois, à 12 ans de réclusion. Edouard. Thiébaud, 21 ans, boucher, Neuehâtelois, a, été acquitté.",Chronique judiciaire,1914-02-19
JDG-1914-02-20-Ar00302,"BUREAU CENTRAL MÉTÉOROLOGIQUE Zurich, 19 février. Plusieurs minima partiels se sont détachés de la marge méridionale de l'aire de dépression creuse du nord; l'un d'eux a Passé la nuit dernière au pied septentrional des Alpes, accompagné de bourrasques de vent de l'ouest, de baisse de la température, de pluie et de neige sur les hauteurs; la température en particulier a notablement baissé et il neigeait encore ce matin jusqu'à 900 m.; il est tombé jusqu'à 25 cm. de neige sur les hautes montagnes. Temps probable: ciel variable; vents du sud-ouest; la nuit gelée blanche. Pressions: 738 Skudesnaes; 740 Bergen, Oxô, îles Shetland; 745 Bronnô, Copenhague, Liverpool, Valentia; 750 Bodô, Umea, Pétersbourg, Bromberg, Berlin, Ostende, Plymonth; 755 Lublin, Vienne, Kaiserslautern, Nantes; 760 Tarnopol, Szegedin, Lésina, cap Sicié, Berne, Bordeaux; 765 Palerme.",Le temps qu'il fait,1914-02-20
GDL-1914-02-22-Ar00204,"La vole droite ( Joseph AUTIEK ). — Neuchâtel, Attinger frères, éditeurs. Un nouveau roman de J. Autier. La liste en est déjà très respectable, mais plus elle s'allonge et plus aussi l'intérêt augmente. Avec toute la maîtrise que donne l'expérience, l'auteur butine à droite et à gauche, trouvant partout ample moisson d'études et d'observations fines. La voie droite nous présente un curieux cas de psychologie: une femme mariée à un alcoolique est-elle contrainte de demeurer avec lui, ou bien peut-elle s'affranchir, par la fuite, des liens conjugaux? Question troublante et complexe, devant laquelle plus d'un esprit sérieux est, sans doute, resté indécis. Le devoir ordonne-t-il, malgré tout, la fidélité à la parole jurée, ou bien la passion dégradante de l'un des conjoints dispense-t-elle l'autre des obligations légales? Jakoba van Huysen a aimé son mari, mais l'alcool est venu mettre, dans la maison, sa tyrannie dégradante. L'épouse méprise son mari, mais le supporte, à cause de l'enfant. Cependant, le jour où, dans un accès de colère alcoolique, le père repousse Dolly, la mère ne connaît plus de lien assez fort pour la retenir au foyer. Comme une voleuse, elle s'enfuit avec la fillette. Mais on ne quitte pas si aisément une position légalisée; il faut, nécessairement, déformer parfois la vérité. Jakoba doit accepter les faux papiers de Mineka, prendre un nom d'emprunt, enseigner à son enfant une histoire qui n'est pas tout à f; iit exacte et venir, enfin, échouer à Blonay. Les sentiers de traverse réservent, souvent de singulières",Les livres,1914-02-22
GDL-1914-02-23-Ar00303,"A la Bourse de Bâle Bâle, 21 février. A la reprise qui s'était manifestée samedi dernier a succédé, au début de cette semaine, une certaine réaction due à la tenue fléchissante du marché de Paris et aux nouvelles peu favorables de New-York: il est même possible que si les bourses allemandes n'avaient pas été soutenues, notre marché se serait ressenti davantage des dispositions plutôt pessimistes de France et d'Amérique. Comme l'argent au jour le jour devient de plus en plus facile, que l'escompte privé est tombé à 3 K % et que le chèque Paris est aux environs du pair, ce qui ne s'était pas vu depuis le mois d'août 1911, la tendance s'est améliorée vers la fin de la semaine, favorisant surtout le compartiment des valeurs industrielles. L'action Rubans, recherchée, donne lieu à un marché actif et gagne quelques points. La Brown Boveri s'inscrit en hausse de 20 fr. environ. Le groupe des valeurs de schappe accentue son mouvement en avant. L'action ordinaire de l'Eclairage de Saint-Pétersbourg a été recherchée pour compte des bourses allemandes; on dit que le dividende ne sera pas supérieur au précédent, bien que les recettes de 1913 présentent une forte augmentation. La société va procéder à l'augmentation de son capital-actions en le portant à 50 millions de roubles, par l'émission de 20, 000 actions ordinaires de 500 roubles, opération combinée avec celle de l'émission d'une tranche de 10 millions de roubles d'obligations. Les nouvelles actions seront offertes aux actionnaires dans la proportion de 4",Chronique financière,1914-02-23
GDL-1914-02-24-Ar00301,"AVIATION Un match aérien. Dimanche après midi, A Juvisy. malgré le mauvais temps, le « aviateurs Garros et Hamel ont disputé un match aérien. Le dénart a été donné aux deux pilotes a nno minute d'intervalle. Garros a gaené les deux manches et a été déclaré champion du monde. Les deux pilotes ont fait eusuite une série d'exercices do haute école aérienne qui ont enthousiasmé la foule. Audemars et Friedrich ont lancé un défi au vainqueur. Garros a accepté de remettre son titre en jeu Ce sera pour avril » Petersbonra-VèliM en aéroplane. Suivant la Gazette de la Bourse, le gouvernement rnsse aurait autorisé l'aviatpur français Janoir a tenter le vol de Sl-Ppiprsbnu' -p-Pékin'. L'itinéraire serait: Sama, Tcliélabinsk, Omsk, Tomsk. Irkoutsk Kharbine. Hinko, Pékin. L'aviateur pense partir dès qun la fonte des neiges sera terminée, c'est-n-dire en mai. compte couvrir la distance de onze mille verstes en un mois. Expérience de parachide. D ^ s expériences de parachute ont été tentées à Juvisy. L'aviateur Lemoiue s'est élevé à 480 mètres de hauteur avec un passager. A ce mo ment celui-ci a quille l'aéroplane et il est descendu en parachute. Il a parcouru dans les airs trois kilomètres environ. La descente a duré deux minutes et demie. BOXE Le challenge franco-suisse. Le challenge franco-suisse offert par le Club pugiliste de Paris, et consistant en un superbe objet d'art en bronze, a été remnorté hier soir à Paris par les hoxeurs de la Fédération suisse de boxe. Le challenge avait été gagné",Les sports,1914-02-24
JDG-1914-02-25-Ar00301,"BUREAU CENTRAL MÉTÉOROLOGIQUE Zurich, 24 février. La dépression creuse de l'ouest devient moins profonde et son centre se transporte en partie vers le golfe de Gascogne; un minimum partiel persiste à l'est des Alpes jusqu'à l'Adriatique; il en résulte que le temps reste instable; les précipitations ont cessé au pied septentrional des Alpes et la ciel est clair ce matin sur les hauteurs; la température est voisine de zéro ce matin dans les parties basses. Temps probable: ciel variable à nuageux; gelées nocturnes; dans le Jura, neige. Pressions: 738 Biarritz; 740 Malinhead Océan, Bordeaux, Palma; îles Shetland, Bruxelles, Kaiserslautern, Lyon, Nice; 750 mer du Nord, Fanô, Coeslin, Kief, Belgra- de, Corfou, Palerme; 755 Bronnô, Carlsùam, Pinsk; 760 Gellivara, Falun, Riga; 765 Kuopio, Helsingfors, Tver; 768 Pétersbourg.",Le temps qu'il fait,1914-02-25
GDL-1914-02-27-Ar00210,"Vir comparatif. Au printemps 1914, des tirs comparatifs entre le fusil actuel et le nouveau fusil auront lieu à Berne, Zurich, Lausanne et Saint-Gall, sous la direction des membres du comité central de la Société suisse des carabiniers. Il y aura duex jours de tir: à chaque tir les délégués tireront, chacun, en série de dix coups consécutifs sur la cible de 1 mètre divisée en 100 points, vingt coups à genou avec l'ancien et nouveau fusil. Chaque série sera précédée de cinq coups d'essai. Sur chaque emplacement, la société qui sera chargée de l'exécution du tir désignera cinq bons tireurs et dix tireurs moyens. JEcale rie smtg-officiers Aujourd'hui commence à Brugg la première école de sous-officiers de génie de la Suisse française. Cette école prendra fin le 4 avril. Tribunal militaire. Le tribunal militaire de la l division s'est réuni jeudi matin à Genève sous la présidence du major Albert Maunoir, grand-juge. Le major Sidney Schopfer fonctionnait comme auditeur. Le tribunal a condamné pour violation de leurs devoirs de service: Arnold B., Vaudois, à trois mois d'emprisonnement et deux ans de privation de ses droits politiques; John K., Bernois, à cinq semaines d'emprisonnement, et Jean S., Valaisan, à deux mois d'emprisonnement et un an de privation des droits politiques. SMsi militaire. Le concours de patrouilles en ski organisé par le régiment d'infanterie 5 aura lieu, comme nous l'avons annoncé, dimanche 1 er mars. Bendez-vous à la gare de Gryon, où le tram de Bex arrive à 8 h. 11.",Chronique militaire,1914-02-27
GDL-1914-02-28-Ar00210,"TRIBUNAL FÉDÉRAL Recours écarté. Depuis longtemps les autorités du canton et surtout de la ville de Genève s'occupent de l'assainissement de différents quartiers insalubres situés au centre de la ville. Dans ce but la ville a passé contrat l'année dernière avec un consortium financier, contrat prévoyant la démolition d'un grand nombre de maisons situées entre les rues du Marché, Traversière et Rôtisserie, l'élargissement de ces artères et la construction de nouveaux bâtiments locatifs. Un sieur Wolf, propriétaire d'une des maisons les plus malsaines de ce groupe avait fait opposition à ce projet. Les autorités de la ville ayant obtenu du Grand Conseil l'expropriation forcée pour motifs d'utilité publique, le propriétaire en question ne se soumit pas à cette mesure et recourut au Tribunal fédéral, basant son recours sur une prétendue violation de l'art, 6 de la constitution genevoise garantissant l'inviolabilité de la propriété, Ce recours a été écarté à l'unanimité par la Haute cour fédérale. G.",Chronique judiciaire,1914-02-28
GDL-1914-03-01-Ar00306,"FOOTBALL \ L'équipe de France. Dans sa séance de vendredi soir,, le comité de sélection a modifié comme suit l'équipe de France qui jouera le 8 mars con-But: Chayriguès ( R. S. A. C. ); arrières: Gamblin ( R. S. A. C ), Hanot ( U. S. T. ); demis: Gravelines ( O. L. ), Ducret ( O. L. ), Jourda ( C. A. V. ); avants: Gastiger II ( F. E. C. L. ), Chandelier ( O. L. ), Bard ( R. C. F. ), Jourde ( C. S. A. ), Dubly ( R. C. R. ). Juge de touche pour la France: M. Decaen. Cette équipe est formidable et, à moins d'un miracle ou d'une modification in extremis de notre ligne d'avants, elle battra la Suisse. HIPPISME Les courses d'Yverdon. La Société pour l'amélioration de la race chevaline s'est réorganisée sur de nouvelles bases. Un certain nombre de sportsmen d'Yverdon ont été appelés à faire partie du comité qui sera dorénavant présidé par M. Du Bois, syndic. La journée des courses est fixée au B juillet On prévoit huit courses au lieu de six, dont un certain nombre seront réservées aux chevaux élevés dans le pays. Il y aura des courses militaires pour officiers et dragons, etc.",Les sports,1914-03-01
JDG-1914-03-01-Ar00302,"BUREAU CENTRAL Ss | fE < èR 05. àéIQ «) 'É Zurich, 28 février. i, v j i; Les fortes pressions du nord des Alpes et surtout de l'ouest du continent se sont encore renforcées, tandis que la dépression du sud est devenue moins creuse; un léger vent du nord-est continue à souffler au nord de la ligne de faîte des Alpes, avec brouillard du matin dont là limite supérieure entre les Alpes et le Jura atteint l'altitude de 1800 m,; plus haut le ciel est presque partout clair et la température relèvement très douce; une brusque amélioration avec ^ endance à l'éclaircissement du ciel se manifeste au pied méridional des Alpes. Temps probable: brumeux le matin; ciel variable à beau; sur les hauteurs, température douce. ' LE BEA U TEMPS Zurich, 28., Toutes les stations élevées signalent ce matin au-dessus d'une mer de brouillard qui monte jusqu'à 1700 mètres, un temps clair et doux avec un léger vent d'est. Au lever du soleil déjà, la température est montée, à une altitude de 2000 mètres, à o de-Dés quantités considérables de neige -, -, dernière, lofmétéorologique met de nouveau ' VT » r » cci 4 mGn * - rrm + i-A IAO ^ ancr * irc tut en garde expressément contre les dangers d'avalanches dans la haute montagne.; Du versant sud des Alpes, on signale également que le temps température monté. s'éclaircit et que la » C 22 | 23 I 24 | 25 | | 27 | Févr.",Le temps qu'il fait,1914-03-01
JDG-1914-03-01-Ar00401,"Philosophie Une Philosophie pathétique, par Julien BENDA ( Cahiers de la quinzaine, Paris ). — Genève, Kundig. M. Julien Benda a l'esprit de facétie, l'esprit de combativité, l'esprit tout court et un ^ mauvais esprit. Il déploie l'art savant de $ distinguo. D'une plume trempée sept fois dans l'acide, il s'amuse à stigmatiser Bergson et les adeptes de sa philosophie. On dirait qu'il se complaît à dessiner sur leur chair vive des arabesques ironiques; il ne combat pas les idées. il tatoue un adversaire avec, une complaisante cruauté. ïM. Benda a indubitablement l'esprit dé"" ' subtilité. A-t-il l'esprit constructif? GSjÏ 8 t ce qui ne ressort pas nettement Feuilleton du JOURNAL DE GENEVE de son volume.. Car ce qui l'agace dans une philosophie pathétique, cela se voit aisément: prétention de substituer l'intuition au raisonnement et 'à là ""' méthode, primauté dû-sentiment, de la sensualité de sentir au plaisir froid de penser, flatterie secrète de cette philosophie à l'adresse des penchants des femmes, et des gens du monde, exaltation du moi muré en son microcosme satisfait, identification des données de ce monologue avec la perception cosmique, antipathie contre l'analyse, le nombre, prédilection pour le mystère, la passion du mouvement incarné dans le changement, la persuasion que l'individu est un miracle et une exception, réduction de la philoj au problème de « valeurs morales », malentendus sur le sens de l'action primant la pensée purement spéculative, désir de protester Contre le déterminisme qui gêne le sens des limites... « Ce n'est point",Les livres,1914-03-01
GDL-1914-03-02-Ar00301,"A la Bourse de Bâle Bâle, 28 février. La tendance imprécise et parfois franchement mauvaise de l'étranger a eu une influence réfrigérante sur notre Bourse; le marché a ainsi perdu un peu de la belle apparence qu'il avait le mois dernier, alors qu'on escomptait, peut-être prématurément, les effets du bon marché relatif de l'argent. Notons cependant qu'un revirement sensible s' -est prononcé à la fin de la semaine et que la spéculation, sous la conduite de l'action Aluminium, a procédé à un raffermissement des cours. Les fonds d'Etats et les obligations ne donnent lieu qu'à des opérations peu importantes et il suffit d'une demande ou d'une' offre d'un montant restreint pour provoquer un déplacement assez accentué des prix. Il n'en était pas ainsi autrefois; les capitaux d'épargne s'adressaient à la Bourse pour les remplois beaucoup plus que maintenant et le marché des titres présentait presque toujours une certaine animation. Aujourd'hui, le capital est sollicité par les nombreuses émissions et s'investit dans les souscriptions publiques au lieu de passer par la Bourse. De là la rareté des transactions. Cette semaine les cours ont été, dans ce compartiment, plutôt nominaux. Notons cependant un certain fléchissement de la Rente 4 % des Chemins de fer fédéraux de 1900, qui a subi des offres assez importantes. Les actions du groupe bancaire ne varient guère. Bien que les résultats annoncés par nos deux principaux établissements de crédit pour 1913 soient moins brillants que ceux de l'exercice précédent, leurs cours ne présentent pas de différences bien",Chronique financière,1914-03-02
GDL-1914-03-04-Ar00407,"If rajeuètiagetnenl tles catlre » et * France. Le général Joffre, chef de l'état-major général français, d'accord avec le conseil supérieur de la guerre, a présenté au ministre de la guerre un projet sur le rajeunissement des cadres de l'armée. Voici les limites d'âge de ce projet: Capitaine Chef de bataillon ou d'escadron Lieutenant-colonel Colonel Général de brigade Général de division 51 ans au lieu d 54 — 56 — 58 — 60 — 62 — e 55 56 58 00 m 05 La loi du 24 juillet 1873 n'a pas créé dans l'armée de plus haut grade que celui de général de division. L'état-major général propose néanmoins dans son projet sur le rajeunissement des cadres de l'armée soixante-quatre ans pour la limite d'âge des généraux de division commandant un corps d'armée, et plus de soixante-cinq ans pour les généraux de division membres du conseil supérieur de la guerre. Ainsi, pour ces derniers, un général de division atteint par la limite d'âge ( soixante-cinq ans ) en janvier continuerait à exercer son commandement jusqu'au 31 décembre de la même année. Pour arriver aux, hautes situations de l'armée, un officier devra être chef de bataillon à 42 ans, lieutenant-colonel à 48, colonel à 51, général de brigade à 55, général de division à 58. Les généraux de brigade, d'après le projet, pourront être nommés divisionnaires après deux ans de grade au lieu de trois. L'état-major général estime qu'il suffirait de quatre années pour mettre intégralement à l'œuvre ce projet Les dépenses",Chronique militaire,1914-03-04
GDL-1914-03-05-Ar00303,"Colonel Arthur BOUCIIEU. L'Allemagne en piril. Un volume in-8, avec 6 croquis. T- Berger-Levrault, éditeurs, 5-7, rue des Beaux-Arts, Paris. L'Allemagne en péril! Cest ce que déclarait le chancelier de l'Empire lui-même, le 6 avril 1913, lorsqu'il disait au Reichstag: « L'existence de l'armée, l'existence de la nation, c'est de ce côté que doivent désormais se porter nos préoccupations. » L'Allemagne, néanmoins, avec ses 70 millions d'habitants, avec sa puissance militaire portée au suprême degré, semble menacer la France. Sans méconnaître les défauts de l'organisation française, le colonel Boucher s'attache à montrer tous les atouts que la France peut mettre dans son jeu. A son jugement, depuis la loi de trois ans, l'Allemagne ne peut plus songer à attaquer la France sans aller au-devant d'une défaite. Dans ces conditions, elle devra chercher dans la paix le moyen de sortir de la situation où elle s'est engagée. C; qui se dégage de cette étude, c'est un sentiment de réconfort et de paix. Louis ANDRÉ. Madame Lafargue, voleuse de diamants. — Plon-Nourrit et Cie, 8, rue Garancière, Paris. Mme Lafargue, l'énigmatique condamnée de 1840, — redevenue d'actualité, — n'est guère connue que par sa poursuite en cour d'assises comme empoisonneuse. On a perdu de vue un autre drame judiciaire, l'affaire du vol de la parure de diamants de Mme de Léautaud. De ce procès, — dont le retentissement fut énorme, — un magistrat parisien, M. Louis André, a, d'après des données nouvelles, reconstitué tous les incidents étranges, toutes les mystérieuses complications. Le",Les livres,1914-03-05
GDL-1914-03-05-Ar00304,"TENNIS Le congrès international. Une quarantaine de délégués représentant toutes les fédérations du monde assistaient à la dernière séance du congrès international de la F. I. de lawn-tennis. Les représentants de quinze nations ont signé la convention. Les Etats-Unis ont réserve leur adhésion, car ils estiment qu'il est impossible d'appliquer chez eux l'article qui défend aux amateurs d'accepter seulement leurs frais de déplacement et de séjour sans qu'ils puissent en tirer un bénéfice, lorsqu'ils participent à des tournois interclubs. Voici la liste des nations représentées avec les voix qu'elles auront dans les futurs congrès de la F. I. L.-T.: Angleterre 6 voix; France, Allemagne, Australasie, 5 voix; Autriche, 4 voix; Suisse, Belgique, Afrique du Sud, Suède, 3 voix; Danemark, Russie, Hollande, 2 voix; Italie, Espagne, Norvège, 1 voix. Si les Etats-Unis donnent ultérieurement leur adhésion à la F. I. L.-T. ils auront droit à 5 voix. Une longue discussion a eu lieu ensuite sur la proposition de la Suisse tendant à ramener de 500 à 250 francs ïa valeur maximum des premiers prix de toutes les épreuves des tournois internationaux et nationaux. Finalement, par 26 voix contre 17, le chiffre de 500 fr. a été maintenu.",Les sports,1914-03-05
GDL-1914-03-06-Ar00301,"Bourse de New-York. New-York, 6 mars. L'ouverture sur les fonds est irrégulière. Les affaires sont cependant par moments assez actives. Peu après les premières transactions, la cote se raffermit; quelques valeurs industrielles sont surtout favorisées. Plus tard, sous l'influence dela Laisse des actions Chesapeake et Ohio, la tendance redevient mauvaise. Ces actions perdent par moments 5 5 / 8 dollars. Cette baisse fut provoquée par la nouvelle qu'une partie des bénéfices de cette Compagnie revenant au dividende, soit 17 millions de dollars, serait attribuée à des travaux d'amélioration. Les chemins de de l'ouest sont également affectés. Les actions du Baltimore et Ohio perdent jusqu'à 2 dollars, sur le bruit qu'on projetterait une nouvelle émission de 50 millions de dollars. L'impression étant meilleure relativement aux affaires mexicaines, certains rours se raffermissent en fin de séance. Clôture soutenue. Société d'automobiles More. L'assemblée générale des actionnaires a approuvé les comptes de l'exercice clos le 30 septembre 1913. A la perle de 1142 fr. afférente à cet sxercice, il y a lien d'ajouter Ks perles antérieures, de sort 9 que le solde déficiaire total paraissant au bilan s'élève à 1, 292 872 fr. Le capital-actions est de 3 millions lrancs. Industrie des fers et aciers. Schaffhouse. Le dividende de l'exercice 1918 a étéfixé 10 O / o. Carrières de St-Gingolph, S. A. Sous cette raison sociale, il vient de se couslituer une société par actions au capital de 110, 000 francs. Les memhres du conseil d'administration sont: MM. François Montant et Louis Perrier, à",Chronique financière,1914-03-06
GDL-1914-03-07-Ar00306,"Flore complète, en couleurs, de France, Suisse et Belgique, par Gaston BONNIER, professeur de botanique à la Sorbonne, fasc. 25. — Delachaux et Niestlé, S. A., éditeurs, Neuchâtel. La suite des espèces diverses d'Astragales et des genres voisins qui sont, pour la plupart, d'élégantes plantes des montagnes, le Baquenaudier, aux fruits enflés, le Robinier plus connu sous le nom vulgaire à'Acacia, les Réglisses sauvages, le Psoràlea à fleurs violettes de la région méditerranéenne, et les genres voisins, le Haricot, la Fève et un grand nombre de ces espèces du genre P icia sont figurées d'après des photographies mises en couleurs, dans le fascicule 25, qui vient de paraître de la Flore complète de France, Suisse et Belgique ( illustrée en couleurs ) par M. Gaston Bonnier, professeur de botanique à la Sorbonne, membre de l'Académie de s sciences. Le texte qui accompagne ces illustrations renferme comme à l'ordinaire, les descriptions détaillées des espèces, donnant non seulement leurs caractères botaniques, mais aussi leur aspect, leur mode de végétation et leurs applications diverses, leurs noms vulgaires en français et en diverses langues, etc. __^ ^_^__ Pierre-Louis DE ALLEGRI. L'Invincible, pièce en trois actes. — Paris, P.-V. Stock, éditeur, 155, rue St-Honoré; Lausanne, Fœtïsch frères, S. A., rue de Bourg. Je serais tenté de dire que le principal défaut de cette pièce est de n'en pas être une. Ce n'est en effet, que la première partie d'une trilogie et contrairement à ce qu'a fait Wagner, dont chacun des « soirs » de Y",Les livres,1914-03-07
JDG-1914-03-07-Ar00214,"Le Conseil fédéral a promu au grade de lieutenant-colonel le major de cavalerie Richard Ziegler, directeur de la régi e fédérale des chevaux à Thoune, et l'a mis à disposition, conformément à l'article 51 de l'organisation militaire. — Le Conseil fédéral a appelé treize officiers de l'armée fédérale pour des cours à la section des sciences militaires au Polytechticum de Zurich pendant le semestre d'été de 1914. Parmi ces officiers, on remarque le co. lonel commandant de corps Audeoud, de Genève, pour un cours sur l'histoire de la guerre, et le colonel Feyler, de Lausanne, pour un cours sur « la campagne de France en 1 * 14 et la chute de Napoléon ». — Suivant rapport du département militaire fédéral approuvé vendredi par le Conseil fédérai, le 69, 2 % des recrues qui'se sont présentées ont été reconnues aptes au service,, contre Je 70 % ^ l'année précédente, et, après l'école de recrues accomplie,. le 91, 7 % contre le 92, 5 l'an précédent. — Le matériel sanitaire des troupes de montagne et des régiments de cavalerie i à 8 et de 'l'infanterie des divisions 1, 2, 3, ainsi que d'autres troupes, a été transformé et amélioré sous divers rapports. —Les conseillers nationaux Piguet. ( Yverddn ) et L- 33 qssy ( Co. rcelles ) ont été désignés comme experts du commissariat fédéral des guerres pour l'achat, de blé. — Le comité valaisan pojir-J'aviation militaire a versé à la caisse centrale suisse la somme de 5750 francs, produit de",Chronique militaire,1914-03-07
JDG-1914-03-08-Ar00317,"SUMAÎ! CEKTRAt « Hïi 0 KèL 03 KSO £ Zurich; 7 niars. Le centre de la grande dépression qui couvre tout le continent, à l'exception de l'extrême sud-ouest, se trouve sur la Norvège méridionale;.. les différences considéra bles de pressions dais l'ouest-sud-ouest causent la persistance du temps instable avec bourrasques et température relativement élevée ( elle atteint ce matin jusqu'à 12 ° cent, dans les parties basses du pied septentrional des Alpes ); il pleut ce matin jusqu'à 1800 m. sur le versant nord de la chaîne; le temps continue à être sec et doux sous l'influence du fœhn sur lé versant sud. Temps probable: ciel variable; température au-dessus de zéro avec régime des vents de l'ouest. Pressions: 731 Skagen; 735 Oxô, Danzig, Riga, Falun; 740 mer du Nord, Kial, Kief; 745 Wiclc, Grœniugen, Cfaco'vie, Tarnopol; 750 Blacksod, Derby, Bamberg, Graz, Hermannstadt; 755 îles Scilly, Nancy, Bregenz, Nice, Livourno, Brindisi; 700 Nantes, Genève, Perpignan; 765 Bordeaux, Saragosse; 766 Biarritz.",Le temps qu'il fait,1914-03-08
GDL-1914-03-10-Ar00503,"Recours écarte. L'automne dernier, pour éviter la propagation de la fièvre aphteuse, le canton île Schaffhouse avait prononcé une quarantaine sévère sur toute une série de communes. Un voyageur de commerce nommé S., que cette mesure empêchait de visiter sa clientèle dans cette région, adressa au tribunal fédéral un recours de droit publie considérant la quarantaine comme une violation de la liberté de commerce et de l'industrie. Le Tribunal fédéral vient d'écarter ce recours comme non fondé. POSTAGE MARITIME t'onrriers amettre a la poste demain ( Ces indications ne concernent que la poste aux lettres et non la messagerie. ) Départs du 11 mars. Tunisie: Lausanne-Genève, dép. 7 h. 53 soir. Guinée portugaise, Iles Bissagos, U. S. A., Bermudes, Bahama, Honduras rép., St-Pierre et Miquelon, Canada, Mexique, Guatemala, Porto-Rico, Cuba, Colombie, Costa-Rica, Jamaïque, Curaçao, Salvador, Panama, Nicaragua, Equateur, Pérou, Venezuela, Iîawaï, Tahiti: Lausanne-Ponlarlier, dép. 10 h. 47 soir. Gnyanes anglaise, française et hollandaise: I-nusanne-Bâle, dép. 2 h. 25 nuit 11 / 12 mars.",Chronique judiciaire,1914-03-10
GDL-1914-03-10-Ar00504,"Nous craignons de retomber dans les errements de 1913 et de devoir recourir aux clichés monotones qui ont été trop longtemps de mise l'an dernier. Malgré l'abaissement général et significatif de l'escompte dans les différents pays européens, quand bien même les succès incontestés des récentes grossesémissions prouvent à l'évidence que l'argent est abondant, les marchés financiers boudent, et les transactions sont clairsemées. L'on cherche à expliquer le fait par, des considérations particulières: troubles au Mexique et au Brésil, politique financière gouvernementale en France, mais la vraie raison' réside, dans la profonde: méfiance du public, qije les tristes- expérience ^ de 1913 -semblent avoir pour longtemps éloigné des aventures boursières... Certains journaux ont cherché, gratuitement du irçste à' jeter l'alarme } à; çaUs; e des nouveaux armements de la Russie, prêtant à cette nation des intentions belliqueuses contre l'Allemagne, comme si cette dernière n'avait pas depuis quelque temps renforcé, elle aussi, ses moyens militaires.; ', -. i 1,.: '. 'Le marché de New-York, est. faible, 1 émissions d'obligations ç } e chemins de, fer se su'ccédant'sans interruption sur ce seul marché, l'Europe n'absorbant plus, avec la facilité d'antan les valeurs transatlantiques.... •••,.. ••...; Berlin a été un moment ébranlé par les commentaires sur la politique russe extérieure; Paris reste très déprimé par les projets de M.; Caillaux qui paraît universellement craint dans lé monde financier. La proportion de la réserve aux engaf ements de la Banque d'Angleterre est de 0 1 / 8 % contre 51 3 / 8 % il",Chronique financière,1914-03-10
